,Row ID,Order ID,Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
55362,272752,272752,2019-06-25,2019-06-25,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03161,SBI,DB03161,EASTWOOD 1800 POÊLE À BOIS,1088.51,1,0.0,385
55363,273234,273234,2019-07-08,2019-07-08,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03161,SBI,DB03161,EASTWOOD 1800 POÊLE À BOIS,1080.67,1,0.0,385
55364,274017,274017,2019-07-25,2019-07-25,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03161,SBI,DB03161,EASTWOOD 1800 POÊLE À BOIS,1083.8,1,0.0,385
55365,274885,274885,2019-08-13,2019-08-13,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03161,SBI,DB03161,EASTWOOD 1800 POÊLE À BOIS,1091.81,1,0.0,385
55367,274077,274077,2019-07-26,2019-07-26,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03161,SBI,DB03161,EASTWOOD 1800 POÊLE À BOIS,1084.55,1,0.0,385
55401,221872,221872,2017-12-07,2017-12-07,1,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03102,SBI,DB03102,ESCAPE 1800 POÊLE À BOIS - PORTE NOIRE,1134.63,1,0.0,388
55453,138911,138911,2014-10-29,2014-10-29,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03210,SBI,DB03210,OPTIMA,1004.77,1,0.0,389
55456,240807,240807,2018-08-24,2018-08-24,3,WWWUS,WEB US,DETI,CA,,,,,DB03081,SBI,DB03081,CLASSIC WOOD STOVE WITH BLOWER,1298.5,1,0.0,391
55458,148175,148175,2015-01-21,2015-01-21,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03210,SBI,DB03210,OPTIMA,1071.73,1,0.0,392
55517,136255,136255,2014-10-08,2014-10-08,2,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",FL060,SBI,FL060,ENCASTRABLE XTD 1.5-I,1399.2,2,0.0,397
55534,139023,139023,2014-10-30,2014-10-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03030,SBI,DB03030,AUSTRAL,1095.85,1,0.0,403
55537,128795,128795,2014-07-10,2014-07-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03030,SBI,DB03030,AUSTRAL,1040.8,1,0.0,403
55538,132205,132205,2014-09-11,2014-09-11,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03030,SBI,DB03030,AUSTRAL,1069.06,1,0.0,403
55539,134952,134952,2014-10-01,2014-10-01,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03030,SBI,DB03030,AUSTRAL,1086.6,1,0.0,403
55540,138499,138499,2014-10-27,2014-10-27,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03030,SBI,DB03030,AUSTRAL,1094.78,1,0.0,403
55542,127176,127176,2014-05-16,2014-05-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1020.09,1,0.0,404
55544,118358,118358,2014-01-16,2014-01-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1015.32,1,0.0,404
55545,118361,118361,2014-01-16,2014-01-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1015.32,1,0.0,404
55546,118806,118806,2014-01-21,2014-01-21,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1022.43,1,0.0,404
55547,119621,119621,2014-01-29,2014-01-29,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1036.09,1,0.0,404
55566,121194,121194,2014-02-12,2014-02-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1032.35,1,0.0,404
55745,187525,187525,2016-10-24,2016-10-24,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03112,SBI,DB03112,ESCAPE 1800 POÊLE À BOIS SUR PATTES - PORTE ARGENT BROSSÉ,1342.95,1,0.0,407
55746,188440,188440,2016-10-31,2016-10-31,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03112,SBI,DB03112,ESCAPE 1800 POÊLE À BOIS SUR PATTES - PORTE ARGENT BROSSÉ,1358.58,1,0.0,407
55747,191840,191840,2016-11-29,2016-11-29,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03112,SBI,DB03112,ESCAPE 1800 POÊLE À BOIS SUR PATTES - PORTE ARGENT BROSSÉ,1372.48,1,0.0,407
55748,193822,193822,2016-12-15,2016-12-15,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03112,SBI,DB03112,ESCAPE 1800 POÊLE À BOIS SUR PATTES - PORTE ARGENT BROSSÉ,1332.7,1,0.0,407
55807,217026,217026,2017-12-01,2017-12-01,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03120,SBI,DB03120,ESCAPE 1400-I ENCASTRABLE À BOIS,1189.0,1,0.0,407
55817,170154,170154,2015-12-15,2015-12-15,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03210,SBI,DB03210,OPTIMA,1325.35,1,0.0,408
55905,132448,132448,2014-09-12,2014-09-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1026.92,1,0.0,409
55906,135120,135120,2014-10-02,2014-10-02,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1043.2,1,0.0,409
55909,135988,135988,2014-10-15,2014-10-15,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1053.11,1,0.0,409
55910,136201,136201,2014-10-17,2014-10-17,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1041.42,1,0.0,409
55911,137181,137181,2014-10-20,2014-10-20,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1057.13,1,0.0,409
55912,137705,137705,2014-10-23,2014-10-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1054.89,1,0.0,409
55913,138001,138001,2014-10-23,2014-10-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1055.54,1,0.0,409
55914,138014,138014,2014-10-23,2014-10-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1055.54,1,0.0,409
55915,138222,138222,2014-10-24,2014-10-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1049.93,1,0.0,409
55916,138231,138231,2014-10-24,2014-10-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1049.93,1,0.0,409
55917,138315,138315,2014-10-24,2014-10-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1049.93,1,0.0,409
56054,241033,241033,2018-08-28,2018-08-28,3,WWWUS,WEB US,DETI,CA,,,,,CB00019,SBI,CB00019,CW2500-I WOOD INSERT,1171.22,1,0.0,412
56055,246582,246582,2018-10-08,2018-10-08,3,WWWUS,WEB US,DETI,CA,,,,,CB00019,SBI,CB00019,CW2500-I WOOD INSERT,1157.73,1,0.0,412
56056,250722,250722,2018-10-29,2018-10-29,3,WWWUS,WEB US,DETI,CA,,,,,CB00019,SBI,CB00019,CW2500-I WOOD INSERT,1174.99,1,0.0,412
56057,256313,256313,2018-12-03,2018-12-03,3,WWWUS,WEB US,DETI,CA,,,,,CB00019,SBI,CB00019,CW2500-I WOOD INSERT,1193.51,1,0.0,412
56059,255481,255481,2018-11-27,2018-11-27,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",CB00019,SBI,CB00019,CW2500-I ENCASTRABLE À BOIS,1959.66,3,0.0,412
56060,261661,261661,2019-01-17,2019-01-17,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",CB00019,SBI,CB00019,CW2500-I ENCASTRABLE À BOIS,1959.66,3,0.0,412
56239,202422,202422,2017-03-28,2017-03-28,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03112,SBI,DB03112,ESCAPE 1800 POÊLE À BOIS SUR PATTES - PORTE ARGENT BROSSÉ,1357.06,1,0.0,422
56242,217230,217230,2017-11-07,2017-11-07,3,WWWUS,WEB US,DETI,CA,,,,,DB03112,SBI,DB03112,ESCAPE 1800 WOOD STOVE ON LEGS - BRUSHED NICKEL DOOR,1466.81,1,0.0,422
56243,223607,223607,2017-12-19,2017-12-19,3,WWWUS,WEB US,DETI,CA,,,,,DB03112,SBI,DB03112,ESCAPE 1800 WOOD STOVE ON LEGS - BRUSHED NICKEL DOOR,1480.37,1,0.0,422
56294,217744,217744,2017-11-10,2017-11-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400-I ENCASTRABLE À BOIS,1265.88,1,0.0,423
56378,125283,125283,2014-04-03,2014-04-03,2,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",CB00008,SBI,CB00008,FW3300 POÊLE À BOIS,1354.4,2,0.0,431
56433,163164,163164,2015-10-13,2015-10-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400 ENCASTRABLE À BOIS,1288.95,1,0.0,435
56563,246774,246774,2018-10-08,2018-10-08,3,WWWUS,WEB US,DETI,CA,,,,,DB03112,SBI,DB03112,ESCAPE 1800 WOOD STOVE ON LEGS - BRUSHED NICKEL DOOR,1485.08,1,0.0,436
56577,199771,199771,2017-02-16,2017-02-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03120,SBI,DB03120,ESCAPE 1400-I ENCASTRABLE À BOIS,1294.8,1,0.0,437
56630,208706,208706,2017-09-01,2017-09-01,3,WWWUS,WEB US,DETI,CA,,,,,CB00019,SBI,CB00019,CW2500-I WOOD INSERT,1124.38,1,0.0,438
56661,272138,272138,2019-06-10,2019-06-10,3,WWWUS,WEB US,DETI,CA,,,,,DB03081,SBI,DB03081,CLASSIC WOOD STOVE WITH BLOWER,1459.8,1,0.0,442
56734,213673,213673,2017-10-13,2017-10-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1267.09,1,0.0,447
56735,215152,215152,2017-10-25,2017-10-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1284.07,1,0.0,447
56739,124989,124989,2014-03-31,2014-03-31,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1080.45,1,0.0,448
56742,125695,125695,2014-04-14,2014-04-14,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1066.73,1,0.0,448
56777,126176,126176,2014-04-24,2014-04-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1079.37,1,0.0,448
56778,124420,124420,2014-03-24,2014-03-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1091.52,1,0.0,448
56779,123392,123392,2014-03-07,2014-03-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1087.31,1,0.0,448
56784,122877,122877,2014-02-28,2014-02-28,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1091.23,1,0.0,448
56785,123024,123024,2014-03-04,2014-03-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1091.23,1,0.0,448
56787,123888,123888,2014-03-14,2014-03-14,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1088.0,1,0.0,448
56788,124090,124090,2014-03-18,2014-03-18,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1083.88,1,0.0,448
56791,223424,223424,2017-12-19,2017-12-19,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1309.99,1,0.0,448
56813,127623,127623,2014-05-30,2014-05-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1064.38,1,0.0,449
56814,127690,127690,2014-06-03,2014-06-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1061.93,1,0.0,449
56815,127877,127877,2014-06-09,2014-06-09,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1072.22,1,0.0,449
56816,128306,128306,2014-06-23,2014-06-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1062.61,1,0.0,449
56817,128667,128667,2014-07-08,2014-07-08,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1045.17,1,0.0,449
56818,129081,129081,2014-07-18,2014-07-18,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1051.83,1,0.0,449
56819,129354,129354,2014-07-25,2014-07-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1052.42,1,0.0,449
56828,216183,216183,2017-11-01,2017-11-01,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1308.88,1,0.0,449
56829,216962,216962,2017-11-06,2017-11-06,3,WWWUS,WEB US,DETI,CA,,,,,DB03031,SBI,DB03031,AUSTRAL II WOOD STOVE,1275.32,1,0.0,449
56865,254638,254638,2018-11-20,2018-11-20,4,HOM201,HOME DEPOT.CA,DETI,CA,TORONTO,,M3C 4H9,900-1 CONCORDE GATE,CB00006,SBI,CB00006,CW2900-I ENCASTRABLE À BOIS,1000.63,1,0.0,449
56918,241595,241595,2018-09-04,2018-09-04,3,WWWUS,WEB US,DETI,CA,,,,,CB00006,SBI,CB00006,CW2900-I WOOD INSERT,1555.82,1,0.0,449
56953,249304,249304,2018-10-22,2018-10-22,3,WWWUS,WEB US,DETI,CA,,,,,CB00006,SBI,CB00006,CW2900-I WOOD INSERT,1572.01,1,0.0,449
56954,250476,250476,2018-10-29,2018-10-29,3,WWWUS,WEB US,DETI,CA,,,,,CB00006,SBI,CB00006,CW2900-I WOOD INSERT,1563.74,1,0.0,449
56955,254855,254855,2018-11-21,2018-11-21,3,WWWUS,WEB US,DETI,CA,,,,,CB00006,SBI,CB00006,CW2900-I WOOD INSERT,1579.2,1,0.0,449
56956,256453,256453,2018-12-03,2018-12-03,3,WWWUS,WEB US,DETI,CA,,,,,CB00006,SBI,CB00006,CW2900-I WOOD INSERT,1592.75,1,0.0,449
56960,208041,208041,2017-08-24,2017-08-24,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1443.24,2,0.0,449
56968,118481,118481,2014-01-15,2014-01-15,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1063.79,1,0.0,450
56970,118911,118911,2014-01-22,2014-01-22,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1074.28,1,0.0,450
56972,119824,119824,2014-02-03,2014-02-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1089.17,1,0.0,450
56989,119827,119827,2014-02-03,2014-02-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1089.17,1,0.0,450
56990,120372,120372,2014-02-04,2014-02-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1093.68,1,0.0,450
57045,237104,237104,2018-06-04,2018-06-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1317.72,1,0.0,454
57090,207016,207016,2017-07-25,2017-07-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1358.0,1,0.0,457
57091,207208,207208,2017-08-01,2017-08-01,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1358.0,1,0.0,457
57092,207334,207334,2017-08-04,2017-08-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1358.0,1,0.0,457
57093,207562,207562,2017-08-10,2017-08-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1372.83,1,0.0,457
57094,207575,207575,2017-08-10,2017-08-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1371.64,1,0.0,457
57095,207915,207915,2017-08-17,2017-08-17,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1381.49,1,0.0,457
57096,208769,208769,2017-08-31,2017-08-31,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1354.21,1,0.0,457
57097,209849,209849,2017-09-12,2017-09-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1314.9,1,0.0,457
57098,210041,210041,2017-09-13,2017-09-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1314.9,1,0.0,457
57099,210642,210642,2017-09-19,2017-09-19,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1318.69,1,0.0,457
57103,203202,203202,2017-04-11,2017-04-11,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1451.01,1,0.0,458
57104,199880,199880,2017-02-17,2017-02-17,3,WWWUSD,WEB USD,DETI,CA,,,,,DB03125,SBI,DB03125,ESCAPE 1800-I WOOD INSERT,1502.55,1,0.0,458
57176,232749,232749,2018-03-19,2018-03-19,4,MID200-MATTOON,MID-STATES MATTOON,DETI,US,ST.PAUL,,55164-0537,VENDOR # 233125,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1096.82,1,0.0,459
57177,233757,233757,2018-03-29,2018-03-29,4,MID200-MATTOON,MID-STATES MATTOON,DETI,US,ST.PAUL,,55164-0537,VENDOR # 233125,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1089.8,1,0.0,459
57178,233841,233841,2018-04-04,2018-04-04,4,MID200-MATTOON,MID-STATES MATTOON,DETI,US,ST.PAUL,,55164-0537,VENDOR # 233125,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1093.1,1,0.0,459
57179,229719,229719,2018-02-12,2018-02-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1360.81,1,0.0,459
57180,193981,193981,2016-12-16,2016-12-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1421.66,1,0.0,459
57181,194052,194052,2016-12-16,2016-12-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1437.47,1,0.0,459
57184,198849,198849,2017-02-07,2017-02-07,3,WWWUSD,WEB USD,DETI,CA,,,,,DB03125,SBI,DB03125,ESCAPE 1800-I WOOD INSERT,1497.84,1,0.0,459
57189,254674,254674,2018-11-30,2018-11-30,3,WWWUS,WEB US,DETI,CA,,,,,DB03120,SBI,DB03120,ESCAPE 1400-I WOOD INSERT,1381.64,1,0.0,460
57241,192889,192889,2016-12-07,2016-12-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1436.61,1,0.0,460
57333,211454,211454,2017-09-27,2017-09-27,4,AMA500,AMAZON.COM LLC,DETI,US,SEATTLE,,98109,410 TERRY AVENUE NORTH,CB00006,SBI,CB00006,CW2900-I ENCASTRABLE À BOIS,1036.39,1,0.0,461
